1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
5,5.2,5.3,5.4,5.6,5.6,5.6,6,6.2,6.4,6.9,7.1,7.2,7.2,7.5,7.9,8.1,8.3,8.2,8.4,8.9,9.2,9.9,10,10,10.1,10.3,10.6,11,11.4,12.1,12.8,13.1,13.3,13.3,13.4,13.3,13.2,13.2,13.2,13.3,14,14.9,15.5,15.5,15.5,15.7,15.9,16.3,17.2,17.2,17.2,17.1,16.9,17,17.3,17.6,17.6,17.4,17.5,19.5,18.2,17.3
